title,metascore,userscore,link,cast,details,num_seasons,user_rating,num_ratings,keywords,runtime,synopsis,plot
Aliens in America,77,8.0,https://www.imdb.com/title/tt0790603/?ref_=adv_li_tt,"['David Guarascio', 'Moses Port', 'Dan Byrd', 'Adhir Kalyan', 'Amy Pietz']","['USA', 'English', 'H.J. Cambie Secondary School, Richmond, British Columbia, Canada', 'CBS Paramount Network Television', 'Stereo', 'Color']",1,7.6,3401.0,"['territory name in title', 'country name in title', 'outcast', 'high school', 'friendship between boys', 'comedy']",30 min,A young Muslim student from Pakistan is sent to live with a Christian family in Wisconsin as part of a foreign exchange program.,A young Muslim student from Pakistan is sent to live with a Christian family in Wisconsin as part of a foreign exchange program.
Alias Smith and Jones,0,0,https://www.imdb.com/title/tt0066625/?ref_=adv_li_tt,"['Glen A. Larson', 'Ben Murphy', 'Roger Davis', 'Pete Duel']","['USA', 'English', 'Apacheland Studios - 4369 S. Kings Ranch Road, Gold Canyon, Arizona, USA', 'Universal Television', 'Mono', 'Color']",3,7.7,1439.0,"['tombstone arizona', 'character names in series title', 'four word series title', 'star died during filming', 'wild west', 'western']",60 min,"Hannibal Heyes and Kid Curry, two of the most wanted outlaws in the history of the West, are popular ""with everyone except the railroads and the banks"", since ""in all the trains and banks they robbed, they never shot anyone"". They are offered an amnesty on condition that they stay out of trouble for a year and that they don't tell anyone about it. With a view to keeping their noses clean they adopt the identities of Smith and Jones and use all of their ingenuity keeping out of the way of the law.","Hannibal Heyes and Kid Curry, two of the most wanted outlaws in the history of the West, are popular ""with everyone except the railroads and the banks""."
All in the Family,0,8.0,https://www.imdb.com/title/tt0066626/?ref_=adv_li_tt,"['Norman Lear', ""Carroll O'Connor"", 'Jean Stapleton', 'Rob Reiner']","['USA', 'English', 'Metromedia Square - 5746 Sunset Boulevard, Hollywood, Los Angeles, California, USA', 'Tandem Productions', 'Mono', 'Color']",9,8.3,12731.0,"['based on british tv series', 'working class', 'groundbreaking', 'topical humor', 'queens new york city', 'comedy', 'drama']",30 min,"Archie Bunker, was a bigoted working-class family man who held his views of the world. His viewpoints clash with nearly everyone he comes into contact with especially his son-in-law Mike Stivic (or, as Archie delights in calling him, ""Meathead"").",A working class man constantly squabbles with his family over the important issues of the day.
All American,63,7.8,https://www.imdb.com/title/tt7414406/?ref_=adv_li_tt,"['April Blair', 'Daniel Ezra', 'Bre-Z', 'Greta Onieogou']","['Instagram', 'USA', 'English', 'Los Angeles, California, USA', 'Berlanti Productions', 'Stereo', 'Color']",2,7.6,2692.0,"['alliteration in title', 'male objectification', 'rugby', 'rugby player', 'rugby team', 'drama', 'sport']",45 min,"The story of a high school football player called Spencer, how he goes from being in a not so save situation to the fancy in Beverly Hills. A story about him and the people around him, his mom, brother, Coach Billy Baker, Jordan, Olivia, Asher and others.","When a star high school football player from South Central is recruited to play for Beverly Hills High School, two separate worlds collide."
All Grown Up,0,5.8,https://www.imdb.com/title/tt0387714/?ref_=adv_li_tt,"['Kate Boutilier', 'Eryk Casemiro', 'Monica Piper', 'Elizabeth Daily', 'Kath Soucie', 'Nancy Cartwright']","['Nick.com', 'USA', 'English', 'Klasky-Csupo', 'Color']",5,5.5,4331.0,"['older actors younger roles', 'reboot', 'pre teen', 'nickelodeon', 'man with glasses', 'animation', 'drama', 'family']",0,"Follows the adventures of the whole Rugrats gang. But, now they're all grown up. Angelica's nicer, Chuckie's a risk taker, and the rest of the gang have changed too. The adventures follow the gang in their pre-teen/teen years. Don't forget Spike and the grown ups; they're older, too.","Follows the adventures of the whole Rugrats gang. But, now they're all grown up. Angelica's nicer, Chuckie's a risk taker, and the rest of the gang have changed too. The adventures follow "
All of Us,0,0,https://www.imdb.com/title/tt0362404/?ref_=adv_li_tt,"['Will Smith', 'Betsy Borns', 'Jada Pinkett Smith', 'Duane Martin', 'LisaRaye McCoy', 'Khamani Griffin']","['The CW', 'USA', 'English', 'Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA', 'Overbrook Entertainment', 'Stereo', 'Color']",4,6.1,1195.0,"['reporter', 'divorce', 'three word title', 'sitcom', 'comedy']",0,"All of Us is inspired by the domestic adventures of entertainment superstars Will Smith and Jada Pinkett-Smith and reflects a new generation's enlightened attitude toward the extended family dynamic with humor, sensitivity and heart. Robert James, an entertainment reporter for a local Los Angeles television station whose best friend is also his publicist, the three-time divorced Dirk. Robert is handsome, smart and a thoroughly modern man in his thinking, as he should be, considering his romantic and parental entanglements. On the verge of finalizing his divorce from the somewhat self-absorbed Neesee, the mother of their endearing five-year-old son, Bobby, Jr., he is madly in love with Tia, a funny, clever kindergarten teacher. This humorous and heartwarming comedy is a fresh, timely look at many young parents' new, compassionate attitude toward how divorced parents raise their children together.",The estranged wife of a television reporter returns to invade his new life.
All Creatures Great and Small,0,0,https://www.imdb.com/title/tt0075472/?ref_=adv_li_tt,"['Christopher Timothy', 'Robert Hardy', 'Peter Davison']","['UK', 'English', 'Pebble Mill Studios, Birmingham, West Midlands, England, UK', 'British Broadcasting Corporation (BBC)', 'Mono', 'Color']",7,8.3,2002.0,"['1940s', 'yorkshire england', 'pet', 'medical practice', 'veterinary surgeon', 'comedy', 'drama']",50 min,"James Herriot is a vet in Yorkshire, England, during the late 1930s and 1940's. He gets a job at the practice of Siegfried Farnon, who (together with his mischievous brother Tristan) already have a successful business. James undergoes a variety of adventures during his work, which are just as often caused by the characters of the county (including the Farnon brothers) as the animals in his care.",The trials and misadventures of the staff of a country veterinary office in 1940's Yorkshire.
All Hail King Julien,0,6.9,https://www.imdb.com/title/tt3807022/?ref_=adv_li_tt,"['Danny Jacobs', 'Andy Richter', 'Kevin Michael Richardson']","['USA', 'English', 'DreamWorks Animation Television', 'Color']",5,7.2,1202.0,"['animation', 'comedy', 'family']",23 min,"King Julien is here to party, and no one can stop him from ruling with an iron fist... in the air, wavin' like he just doesn't care! ALL HAIL KING JULIEN brings the wild world of Madagascar to a totally original, totally hilarious and totally insane television series in which the king takes on the craziest adventures the jungle has to offer. A new cast of fantastic, colorful characters joins King Julien himself, along with his second-in-command, Maurice, and his longtime devotee, Mort. It's a riot of color - not to mention a laugh riot - when viewers ALL HAIL KING JULIEN!",Animated misadventures of a hard-partying lemur and his wild friends in Madagascar.
Allen Gregory,40,2.7,https://www.imdb.com/title/tt1790914/?ref_=adv_li_tt,"['Jonah Hill', 'Andrew Mogel', 'Jarrad Paul', 'Jonah Hill', 'Nat Faxon', 'Will Forte']","['USA', 'English', 'JHF', 'Dolby', 'Color']",1,4.2,3077.0,"['character name as series title', 'two word series title', 'seven year old', 'school', 'janitor', 'animation', 'comedy']",22 min,A super smart seven-year-old attempts to attend regular grade school.,A super smart seven-year-old attempts to attend regular grade school.
Allo! Allo!,0,9.3,https://www.imdb.com/title/tt0086659/?ref_=adv_li_tt,"['David Croft', 'Jeremy Lloyd', 'Gorden Kaye', 'Carmen Silvera', 'Vicki Michelle']","['UK', 'English', 'BBC Elstree Centre/ATV Studios, Borehamwood, Hertfordshire, England, UK', 'British Broadcasting Corporation (BBC)', 'Mono', 'Color']",9,8.3,22042.0,"['accent', 'nazi', 'satire', 'serial', 'slapstick comedy', 'comedy', 'history', 'war']",30 min,"René Artois runs a small café in France during World War II. He always seems to have his hands full: He's having affairs with most of his waitresses, he's keeping his wife happy, he's trying to please the German soldiers who frequent his café, and he's running a major underground operation for the Resistance. Quite often, the Germans' incompetence itself is what nearly lands René and his cohorts in hot water; they are not helped either by the locals, who are dreadfully keen to get rid of the Germans, but their blatant and theatrical attempts at espionage and secrecy often create problems that René must solve quickly.","In France during World War II, Rene Artois runs a small café where Resistance fighters, Gestapo men, German Army officers and escaped Allied POWs interact daily, ignorant of one another's true identity or presence, exasperating Rene."
Alpha House,68,6.8,https://www.imdb.com/title/tt3012160/?ref_=adv_li_tt,"['Garry Trudeau', 'John Goodman', 'Clark Johnson', 'Matt Malloy']","['USA', 'English', 'Sid Kibbitz Productions', 'Color']",2,7.5,3996.0,"['comedy', 'drama']",25 min,"Four Republican senators share the same D.C. house rental, and face re-election battles, looming indictments, and parties -- all with a sense of humor.","Four Republican senators share the same D.C. house rental, and face re-election battles, looming indictments, and parties -- all with a sense of humor."
Ally McBeal,73,6.4,https://www.imdb.com/title/tt0118254/?ref_=adv_li_tt,"['David E. Kelley', 'Calista Flockhart', 'Greg Germann', 'Jane Krakowski']","['Fox [United States]', 'USA', 'English', 'Boston, Massachusetts, USA', '20th Century Fox Television', 'Dolby', 'Color']",5,6.8,27861.0,"['21st century', '20th century', '2000s', '1990s', 'f rated', 'comedy', 'drama', 'fantasy', 'music', 'romance']",45 min,"Ally McBeal and Billy Thomas were going steady throughout their childhoods. Ally even followed Billy to Harvard law school despite having no interest in law. But when Billy chose to pursue a career in law away from Ally, their relationship came to an end. In the present, an old classmate of Ally's named Richard Fish gives Ally a job at his law firm, where Billy and his new wife are also working. This puts Ally in a predicament since she still has feelings for Billy which she's laboring to get over. At the office, Ally puts up with a nosy, gossiping secretary named Elaine, and an oddball lawyer named John Cage never seems to lose a case. At home, Ally's friend and house-mate Renée regularly advises her on her love life. The series follows Ally's trials and tribulations in life through her eyes, and caricaturizes her personal thoughts and fantasies.",Follows the personal and professional life of lawyer Ally.
Almost Human,62,8.5,https://www.imdb.com/title/tt2654580/?ref_=adv_li_tt,"['J.H. Wyman', 'Karl Urban', 'Michael Ealy', 'Minka Kelly']","['Official Facebook', 'USA', 'English', 'Vancouver, British Columbia, Canada', 'Frequency Films', 'Stereo', 'Color']",1,8.0,45533.0,"['human android relationship', 'police partner', 'buddy cop', 'future', 'android', 'action', 'crime', 'drama', 'sci-fi']",60 min,"Is friendship between a human and an android even possible? When a police detective John Kennex gets a new partner, an android of a DRN model or Dorian, he never thought it was possible to become a friend with a human-like walking machine. Could he be wrong?","In a not-so-distant future, a human cop and an android partner up to protect and serve."
All My Children,0,0,https://www.imdb.com/title/tt0065272/?ref_=adv_li_tt,"['Agnes Nixon', 'Len Carter', 'Cameron Mathison', 'Susan Lucci']","['ABC [United States]', 'USA', 'English', 'ABC Studios, Manhattan, New York City, New York, USA', 'American Broadcasting Company (ABC)', 'Mono', 'Color']",2011,6.7,2310.0,"['tragic event', 'pregnancy', 'faked pregnancy', 'shipper', 'wedding', 'drama', 'romance', 'mystery']",0,"Set in the fictional East Coast suburb Pine Valley, All My Children is the decades-old, risk-taking soap that centers around Erica Kane and her long line of husbands.","Set in the fictional East Coast suburb Pine Valley, All My Children is the decades-old, risk-taking soap that centers around Erica Kane and her long line of husbands."
