title,cast,details,num_seasons,user_rating,num_ratings,keywords,runtime,synopsis,plot
Full House,"['Jeff Franklin', 'Bob Saget', 'John Stamos', 'Dave Coulier']","['Hulu', 'USA', 'English', '1709 Broderick Street, San Francisco, California, USA', 'Jeff Franklin Productions', 'Stereo', 'Color']",8,6.7,48710.0,"['affection', '1980s', '1990s', 'golden gate bridge', 'musician', 'comedy', 'drama', 'family']",22 min,"This is a story about a sports broadcaster later turned morning talk show host Danny Tanner and his three little girls, D.J. (Donna Jo), Stephanie and Michelle Tanner. Before the show begins, Danny Tanner's wife is killed by a drunk driver. So he needs help raising his three little girls. He asks his rock musician brother-in-law, Jesse Katsopolis, and his comedian best friend, Joey Gladstone, to move in with them. As the show goes on, Jesse gets married to Rebecca Donaldson, Danny's co host of the talk show. The two have kids of their own, who are twins, Alexander and Nicholas Katsopolis. However, the show is about what happens as the story is going on.",A widowed broadcaster raises his three children with the assistance of his rock 'n' roll brother-in-law and his madcap best friend.
Fuller House,"['Jeff Franklin', 'Candace Cameron Bure', 'Jodie Sweetin', 'Andrea Barber']","['USA', 'English', 'Los Angeles, California, USA', 'Jeff Franklin Productions', 'Stereo', 'Color']",5,6.9,21372.0,"['spin off sequel', 'netflix production', '2010s', 'sister', 'best friend', 'comedy', 'family']",30 min,"Fuller House is a spin-off series based on the hit ABC family sitcom Full House (1987-95) created and executive produced by Jeff Franklin for Netflix. D.J. Tanner-Fuller (Candace Cameron-Bure) is a recently widowed mom to a 13-year-old named Jackson (Michael Campion), 7-year-old named Max (Elias Harger), and a newborn son named Tommy (Fox and Dashiell Messitt). After realizing she is unable to cope with the demands of holding a full time job as a veterinarian in addition to raising three kids, her sister Stephanie (Jodie Sweetin) and childhood best friend Kimmy (Andrea Barber), who is also the mother of a 13-year-old daughter (Soni Bringas), offer to move in to bring up her children.","In a continuation of Full House (1987), D.J. Fuller is a mother of three young boys and is a recent widow. D.J.'s sister Stephanie, her best friend Kimmy and Kimmy's teenage daughter all move in to help raise her sons. The house is now a lot fuller."
Fullmetal Alchemist: Brotherhood,"['Iemasa Kayumi', 'Kent Williams', 'Muriel Hofmann']","['Official site', 'Japan', 'Japanese', 'Bones', 'Dolby Digital', 'Color']",1,9.0,88012.0,"['alchemy', 'loss of limb', 'anti villain', 'genocide', 'brother brother relationship', 'animation', 'action', 'adventure', 'comedy', 'drama', 'fantasy', 'sci-fi']",24 min,"Two brothers lose their mother to an incurable disease. With the power of ""alchemy"", they use taboo knowledge to resurrect her. The process fails, and as a toll for using this type of alchemy, the older brother, Edward Elric loses his left leg while the younger brother, Alphonse Elric loses his entire body. To save his brother, Edward sacrifices his right arm and is able to affix his brother's soul to a suit of armor. With the help of a family friend, Edward receives metal limbs - ""automail"" - to replace his lost ones. With that, Edward vows to search for the Philosopher's Stone to return the brothers to their original bodies, even if it means becoming a ""State Alchemist"", one who uses his/her alchemy for the military.",Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.
Futurama,"['David X. Cohen', 'Matt Groening', 'Billy West', 'John DiMaggio', 'Katey Sagal']","['Comedy Central [United States]', 'USA', 'English', 'Los Angeles, California, USA', 'The Curiosity Company', 'Dolby', 'Color']",7,8.5,195021.0,"['alien', 'robot', 'delivery boy', 'future', 'doctor', 'animation', 'comedy', 'sci-fi']",22 min,"Philip J. Fry is a twenty-five-year-old pizza delivery boy whose life is going nowhere. When he accidentally freezes himself on December 31, 1999, he wakes up one thousand years in the future, and has a chance to make a fresh start. He goes to work for the Planet Express Corporation, a futuristic delivery service that transports packages to all five quadrants of the universe. His companions include the delivery ship's Captain, Leela, a beautiful one-eyed female alien who kicks some serious butt, and Bender, a robot with very human flaws.","Philip J. Fry, a pizza guy, is accidentally frozen in 1999 and thawed out New Year's Eve 2999."
Future Man,"['Kyle Hunter', 'Howard Overman', 'Ariel Shaffir', 'Eliza Coupe', 'Josh Hutcherson', 'Derek Wilson']","['Hulu', 'USA', 'English', 'Los Angeles, California, USA', 'Point Grey Pictures', 'Color']",3,7.9,15022.0,"['time travel', 'janitor', 'video gamer', 'playing a video game', 'chosen one', 'action', 'adventure', 'comedy', 'fantasy', 'sci-fi']",30 min,"Josh Futturman, a janitor by day and a gamer by night, is recruited by mysterious visitors to travel through time to prevent the extinction of humanity.","Josh Futturman, a janitor by day and a gamer by night, is recruited by mysterious visitors to travel through time to prevent the extinction of humanity."
Galactica 1980,"['Glen A. Larson', 'Kent McCord', 'Barry Van Dyke', 'Robyn Douglass']","['Sci-Fi.com', 'USA', 'English', 'Stage 12, Universal Studios - 100 Universal City Plaza, Universal City, California, USA', 'Glen A. Larson Productions', 'Mono', 'Color']",1,5.6,3021.0,"['cult tv', 'outer space', 'battlestar galactica', 'extraterrestrial human', 'starship', 'sci-fi']",60 min,"Thirty years after the events of the series ""Battlestar Galactica"", the fugitive starfleet finally reaches its legendary destination. But Commander Adama discovers that the planet Earth in 1980 is not technologically advanced enough to help them battle the Cylons. Indeed, by coming to Earth, the Galactica has inadvertently exposed the helpless planet to attack by the android race bent on exterminating all humanity. Therefore, teams of Colonial warriors are covertly sent to the planet to work incognito with various members of the scientific community, hoping to advance Earth's technology.","When the Battlestar Galactica finally arrives at Earth, they find they must subtly raise its tech level while protecting it from the Cylons."
Galavant,"['Dan Fogelman', 'Joshua Sasse', 'Timothy Omundson', 'Vinnie Jones']","['USA', 'English', 'The Bottleyard Studios, Bristol, England, UK', 'ABC Studios', 'Stereo', 'Color']",2,8.1,13059.0,"['hero', 'knight', 'royalty', 'castle', 'middle ages', 'adventure', 'comedy', 'fantasy', 'musical']",22 min,"Galavant is a dashing knight who is on the quest to reclaim both his reputation and the love of his life, Madalena, who was stolen away from him by the evil King Richard. In this musical comedy TV adventure, Galavant is assisted by Princess Isabella, and Sid, his squire. Meanwhile, King Richard tries to win over the affections of his captured love, Madalena. The show follows Galavant's journeys through medieval times creating countless hilarious twist and turns plus a wealth or original new musical numbers.","The adventures of Galavant, a dashing hero who is determined to reclaim his reputation and his ""Happily Ever After"" by going after the evil King Richard, who ruined it the moment he stole the love of Galavant's life, Madalena."
Game of Silence,"['David Hudgins', 'David Lyons', 'Michael Raymond-James', 'Larenz Tate']","['USA', 'English', 'TIMS Productions', 'Stereo', 'Color']",1,7.1,2336.0,"['based on tv series', 'drama']",60 min,"Jackson Brooks is a successful attorney who seems to have it all. He's engaged to his boss, Marina, and he's on the fast track to becoming partner at his firm, but his world is turned upside down when his long-lost childhood friends unexpectedly reappear after 25 years.",A rising attorney finds his perfectly crafted life threatened when his long-lost childhood friends threaten to expose a dark secret from their past.
Game of Thrones,"['David Benioff', 'D.B. Weiss', 'Emilia Clarke', 'Peter Dinklage', 'Kit Harington']","['Official Facebook', 'USA', 'English', 'Iceland', 'Home Box Office (HBO)', 'Dolby Digital', 'Color']",8,9.4,1525208.0,"['dragon', 'based on novel', 'politics', 'queen', 'incest', 'action', 'adventure', 'drama', 'fantasy', 'romance']",57 min,"In the mythical continent of Westeros, several powerful families fight for control of the Seven Kingdoms. As conflict erupts in the kingdoms of men, an ancient enemy rises once again to threaten them all. Meanwhile, the last heirs of a recently usurped dynasty plot to take back their homeland from across the Narrow Sea.","Nine noble families fight for control over the mythical lands of Westeros, while an ancient enemy returns after being dormant for thousands of years."
Gang Related,"['Chris Morgan', 'Ramon Rodriguez', 'Jay Hernandez', 'RZA']","['USA', 'English', 'Los Angeles, California, USA', 'Imagine Television', 'Dolby', 'Color']",1,7.6,5823.0,"['los angeles california', 'action', 'crime', 'drama', 'thriller']",46 min,"Every villain has a noble cause, and every hero has a dark side. In the gritty new action-drama GANG RELATED, Detective RYAN LOPEZ is a rising star in Los Angeles' elite Gang Task Force. What the world doesn't know is that long before Ryan became a cop, he pledged allegiance to a different band of brothers - a powerful Latino gang called Los Angelicos. When Ryan's best friend and police partner is senselessly killed by a notorious gang member, Ryan teams up with longtime Task Force member CASSIUS GREEN, who has been at the forefront of the city's war on organized crime. In this war between law enforcement and gangs, the series explores how only people who really know the streets can win the battle on the streets. Despite his profession, Ryan is still beholden to the gang's leader, JAVIER ACOSTA, the father figure Ryan has tried to make proud his entire life and the man who masterminded his entry into the police force. It's a secret that has been held for a decade by Ryan, Javier and ...","Every villain has a noble cause, and every hero has a dark side. In the gritty new action-drama GANG RELATED, Detective RYAN LOPEZ is a rising star in Los Angeles' elite Gang Task Force. "
Gargoyles,"['Greg Weisman', 'Keith David', 'Salli Richardson-Whitfield', 'Jeff Bennett']","['official site', 'USA', 'English', 'Buena Vista Television', 'Dolby', 'Color']",2,8.1,12513.0,"['shared universe', 'clan', 'castle', 'night', 'gargoyle', 'animation', 'action', 'adventure', 'crime', 'drama', 'family', 'fantasy', 'mystery', 'romance', 'thriller']",30 min,"In the Dark Ages, there was a race of heroic warrior monsters known as Gargoyles. These creatures existed as stone in the day, but become flesh and blood at night. One Scottish clan made an alliance with humans to help protect a castle by night if the humans would protect their stone forms by day. The uneasy alliance was shattered when human prejudice provoked a betrayal that allowed the castle to be sacked and most of the resident clan destroyed, leaving only six adult survivors and a rookery of unhatched eggs. A further misunderstanding during the clan's retaliation on the invaders and rescue of their hostages left the clan frozen in stone by a magic spell that would only be broken when the ""castle rises above the clouds."" For a thousand years, the castle laid abandoned and the clan condemned by this curse. In 1994, a wealthy multibillionare named David Xanatos bought the castle and transported the whole structure to Manhattan where he placed it on top of the Eyrie building which he...",A clan of heroic night creatures pledge to protect modern New York City as they did in Scotland one thousand years earlier.
Gary Unmarried,"['Ed Yeager', 'Jay Mohr', 'Paula Marshall', 'Ryan Malgarini']","['USA', 'English', 'CBS Paramount Network Television', 'Stereo', 'Color']",2,6.8,5457.0,"['21th century', 'sex', 'friendship', 'friend', 'male female relationship', 'comedy']",0,"Newly divorced after fifteen years of marriage, Gary Brooks, a painting contractor, strives to balance work, shared custody of his two children, a controlling ex-wife, and his foxy new girlfriend.","Newly divorced after fifteen years of marriage, Gary Brooks, a painting contractor, strives to balance work, shared custody of his two children, a controlling ex-wife, and his foxy new girlfriend."
